transaction_line_id,order_id,order_date,month,customer_id,product_id,variant_id,product_title,category,channel,device,province,city,quantity,unit_price_zar,discount_pct,gross_revenue_zar,discount_amount_zar,net_revenue_zar,estimated_unit_cost_zar,gross_margin_zar,return_flag,return_amount_zar,fulfillment_days,payment_method,campaign,source_system,ingested_at_utc,raw_file_name,data_quality_issue
2340,10001694,2025-07-09 00:00:00,2025-07,53936,9028215472352,47896637210848,Gloves MTB 5.0 Endurance,Gloves,Email,Mobile,Gauteng,Johannesburg,1,849.0,0.0212,849.0,18.0,831.0,363.51,467.49,0,0.0,2,Card,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2341,10001695,2025-04-09 00:00:00,2025-04,21764,9028219797728,47896683053280,Body Protector 4.5 Hybrid - Women,Body Protection,Email,Mobile,Gauteng,Johannesburg,1,5799.0,0.0486,5799.0,281.73,5517.27,3104.81,2412.46,0,0.0,3,EFT,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2342,10001696,2024-06-10 00:00:00,2024-06,54535,9028219371744,47896678858976,Jersey MTB Gravity 4.0 V24,Apparel,Direct,Mobile,KwaZulu-Natal,Durban,1,999.0,0.0275,999.0,27.46,971.54,443.92,527.62,1,926.75,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2343,10001697,2026-05-04 00:00:00,2026-05,85613,9028230086880,47896787517664,Shorts MTB Gravity 2.0,Apparel,Paid Social,Tablet,Eastern Cape,Gqeberha,1,1199.0,0.0069,1199.0,8.3,1190.7,530.72,659.99,0,0.0,2,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2344,10001697,2025-10-23 00:00:00,2025-10,131229,9028214948064,47896629969120,Jersey Moto 4.5 Lite V25-,Apparel,Paid Search,Tablet,Western Cape,Cape Town,1,899.0,0.0275,899.0,24.77,874.23,414.66,459.57,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2345,10001698,2024-06-23 00:00:00,2024-06,68080,9028215603424,47896640684256,Jersey MTB Enduro 3.0 V22,Apparel,Paid Search,Mobile,Free State,Bloemfontein,1,349.0,0.0124,349.0,4.32,344.68,165.21,179.47,0,0.0,8,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2346,10001699,2026-05-09 00:00:00,2026-05,23046,9028192633056,47896488542432,Visor ADV 8.5 - v25,Helmet,Marketplace,Mobile,North West,Rustenburg,3,799.0,0.0281,2397.0,67.34,2329.66,416.85,1079.11,0,0.0,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2347,10001700,2024-07-27 00:00:00,2024-07,56298,9028231135456,47896802164960,Jersey Moto 5.5 UltraWeld -V25,Apparel,Email,Mobile,KwaZulu-Natal,Durban,2,1499.0,0.0397,2998.0,119.11,2878.89,691.69,1495.51,0,0.0,1,Card,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2348,10001700,2025-12-05 00:00:00,2025-12,41428,9028224811232,47896741150944,Boots 5.5 FlexLock,Footwear,Paid Search,Desktop,Western Cape,Cape Town,3,8999.0,0.1483,26997.0,4002.5,22994.5,5365.05,6899.35,0,0.0,3,Payflex,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2349,10001701,2024-12-03 00:00:00,2024-12,53889,9028217962720,47896666210528,Gloves ADV HydraDri 7.5 Short,Gloves,Direct,Mobile,Gauteng,Johannesburg,1,1649.0,0.1096,1649.0,180.73,1468.27,813.08,655.19,0,0.0,2,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2350,10001702,2024-06-24 00:00:00,2024-06,84998,9028214358240,47896623055072,Jersey MTB Endurance 6.0 - Women,Apparel,Marketplace,Mobile,Gauteng,Johannesburg,1,1599.0,0.0238,1599.0,38.05,1560.95,740.69,820.26,0,0.0,2,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2351,10001702,2024-05-17 00:00:00,2024-05,98209,9028213014752,47896609194208,Gloves MTB 1.0 GripR - Junior,Gloves,Marketplace,Mobile,Eastern Cape,Gqeberha,2,499.0,0.0504,998.0,50.34,947.66,199.69,548.28,1,885.21,2,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2352,10001703,2025-09-23 00:00:00,2025-09,131583,9028209541344,47896580620512,Lens Velocity - Standard,Goggles,Direct,Desktop,Limpopo,Polokwane,2,499.0,0.0002,998.0,0.2,997.8,233.26,531.28,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2353,10001704,2024-12-24 00:00:00,2024-12,1176,9193601925344,48753633034464,Shoulder Protector Insert 3DF CE Level 1 - Body Protector 6.5+Hybrid - Pair,Body Protection,Organic Search,Mobile,Free State,Bloemfontein,1,299.0,0.206,299.0,61.61,237.39,155.7,81.69,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2354,10001705,2025-02-06 00:00:00,2025-02,83690,9028196139232,47896496275680,Impact Shorts 3DF 5.0,Body Protection,Marketplace,Desktop,Gauteng,Johannesburg,1,1999.0,0.0144,1999.0,28.86,1970.14,1039.4,930.74,0,0.0,4,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2355,10001705,2024-06-25 00:00:00,2024-06,48845,9028208525536,47896571117792,Jersey MTB Trail 1.0 V23,Apparel,Paid Search,Desktop,Gauteng,Johannesburg,1,499.0,0.0238,499.0,11.85,487.15,231.78,255.37,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2356,10001706,2025-10-01 00:00:00,2025-10,131404,9028199579872,47896508072160,Inner Joint T-Nut Screw,Footwear,Paid Search,Mobile,Free State,Bloemfontein,5,199.0,0.0227,995.0,22.56,972.44,116.48,390.02,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2357,10001707,2025-09-29 00:00:00,2025-09,70211,9028222451936,47896716837088,Jersey Moto 4.5 Lite,Apparel,Paid Social,Mobile,KwaZulu-Natal,Durban,1,849.0,0.0555,849.0,47.1,801.9,382.9,419.0,0,0.0,3,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2358,10001707,2024-07-08 00:00:00,2024-07,164364,9028211802336,47896598905056,Visor Moto 3.5 - v25,Helmet,Marketplace,Desktop,Gauteng,Johannesburg,1,699.0,0.021,699.0,14.68,684.32,384.84,299.48,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2359,10001708,2025-12-17 00:00:00,2025-12,105912,9028231135456,47896802296032,Jersey Moto 5.5 UltraWeld -V25,Apparel,Direct,Mobile,Western Cape,Cape Town,1,1199.0,0.2334,1199.0,279.85,919.15,563.53,355.62,0,0.0,2,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2360,10001709,2025-11-01 00:00:00,2025-11,21695,9028208591072,47896571642080,Visor MTB Gravity 2.0 V25,Helmet,Marketplace,Mobile,Western Cape,Cape Town,3,499.0,0.0637,1497.0,95.34,1401.66,254.11,639.32,0,0.0,4,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2361,10001710,2026-01-03 00:00:00,2026-01,169125,9028214030560,47896616927456,Jersey MTB Endurance 5.0 Cargo - Women,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,1,1599.0,0.0158,1599.0,25.29,1573.71,718.64,855.07,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2362,10001710,2024-05-03 00:00:00,2024-05,145257,9028215931104,47896646287584,Pant MTB Enduro 3.0 V22,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,1,599.0,0.0495,599.0,29.66,569.34,284.39,284.95,0,0.0,4,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2363,10001711,2024-01-27 00:00:00,2024-01,9063,9028220551392,47896692064480,Jersey Moto 4.5 Lite -V24,Apparel,Paid Social,Mobile,Western Cape,Cape Town,1,799.0,0.0026,799.0,2.11,796.89,382.61,414.28,0,0.0,2,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2364,10001712,2025-05-14 00:00:00,2025-05,65811,9028233887968,47896840798432,Jersey MTB Gravity 4.0 - Women,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,4,849.0,0.0144,3396.0,48.83,3347.17,400.09,1746.81,0,0.0,2,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2365,10001713,2024-11-10 00:00:00,2024-11,89383,9028214456544,47896624300256,Jersey MTB Gravity 2.0,Apparel,Organic Search,Mobile,Mpumalanga,Mbombela,2,699.0,0.1434,1398.0,200.44,1197.56,310.02,577.51,0,0.0,3,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2366,10001713,2025-12-30 00:00:00,2025-12,176999,9028214358240,47896622727392,Jersey MTB Endurance 6.0 - Women,Apparel,Email,Tablet,Western Cape,Cape Town,2,1599.0,0.1714,3198.0,548.12,2649.88,695.63,1258.62,1,2620.61,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2367,10001714,2024-09-10 00:00:00,2024-09,93659,9028194926816,47896493261024,Foam Inner Frame Velocity 6.5 Standard,Goggles,Paid Search,Mobile,International,Windhoek,2,499.0,0.0289,998.0,28.87,969.13,236.99,495.16,0,0.0,1,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2368,10001715,2025-11-26 00:00:00,2025-11,130246,9028195123424,47896493883616,Knee Brace Sleeve - Pair,Body Protection,Organic Search,Mobile,International,Windhoek,1,799.0,0.1952,799.0,155.95,643.05,421.65,221.4,0,0.0,3,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2369,10001715,2024-01-25 00:00:00,2024-01,160068,9028225433824,47896750719200,Helmet Kit Moto 3.5 with 3.5 Goggle,Helmet,Organic Search,Desktop,Gauteng,Johannesburg,1,3499.0,0.0091,3499.0,31.71,3467.29,1797.4,1669.88,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2370,10001716,2026-05-31 00:00:00,2026-05,144728,9028205773024,47896542183648,Bolt Pack Body Chest Vest Protection - mixed 18pcs,Body Protection,Paid Search,Tablet,Gauteng,Johannesburg,3,499.0,0.0343,1497.0,51.4,1445.6,270.32,634.64,0,0.0,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2371,10001717,2024-02-29 00:00:00,2024-02,155410,9028200759520,47896512495840,,Helmet,Paid Search,Desktop,Western Cape,Cape Town,3,799.0,0.0102,2397.0,24.42,2372.58,427.76,1089.31,0,0.0,3,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,missing_product_title;
2372,10001718,2024-06-12 00:00:00,2024-06,107396,9028223795424,47896729845984,Helmet Kit Moto 7.5 with 4.5 Goggle,Helmet,Paid Search,Mobile,Free State,Bloemfontein,1,5299.0,0.0306,5299.0,162.39,5136.61,2705.93,2430.67,0,0.0,5,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2373,10001718,2025-09-08 00:00:00,2025-09,163277,9028217209056,47896659689696,Jersey MTB Endurance 4.0 - Long Sleeve,Apparel,Direct,Desktop,Gauteng,Johannesburg,1,1699.0,0.0092,1699.0,15.64,1683.36,825.44,857.92,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2374,10001719,2025-05-19 00:00:00,2025-05,160050,9028230447328,47896792465632,Long Sleeve Shirt Tech,Apparel,Paid Social,Mobile,Gauteng,Johannesburg,1,1099.0,0.0317,1099.0,34.88,1064.12,492.13,571.99,0,0.0,1,Gift Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2375,10001720,2025-08-04 00:00:00,2025-08,23721,9028214587616,47896625479904,Jersey MTB Endurance 5.0,Apparel,Email,Desktop,KwaZulu-Natal,Durban,1,1599.0,0.0012,1599.0,1.85,1597.15,752.45,844.7,0,0.0,1,EFT,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2376,10001721,2024-02-19 00:00:00,2024-02,170736,9028219273440,47896677974240,Chest Protector 4.5 Hybrid - Women,Body Protection,Organic Search,Mobile,Gauteng,Johannesburg,1,3999.0,0.0154,3999.0,61.55,3937.45,2050.41,1887.04,0,0.0,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2377,10001721,2024-07-04 00:00:00,2024-07,71148,9028193157344,47896489492704,Socks MTB Endurance,Footwear,Paid Search,Mobile,Eastern Cape,Gqeberha,3,199.0,0.0225,597.0,13.42,583.58,112.77,245.28,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2378,10001722,2025-01-25 00:00:00,2025-01,12917,9028220059872,47896685478112,Jersey MTB Trail 3.0 V24,Apparel,Paid Social,Mobile,Western Cape,Cape Town,4,899.0,0.0359,3596.0,129.08,3466.92,397.51,1876.88,0,0.0,7,EFT,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2379,10001723,2025-11-03 00:00:00,2025-11,139018,9028221862112,47896708907232,Gloves MTB 1.0 GripR,Gloves,Organic Search,Desktop,International,Windhoek,1,399.0,0.0965,399.0,38.51,360.49,169.89,190.6,0,0.0,2,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2380,10001723,2024-02-12 00:00:00,2024-02,116517,9028216258784,47896649367776,Shorts MTB Endurance 5.0 Cargo,Apparel,Email,Tablet,Gauteng,Johannesburg,3,999.0,0.0195,2997.0,58.53,2938.47,456.98,1567.52,0,0.0,3,Instant EFT,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2381,10001724,2024-07-07 00:00:00,2024-07,166267,9028235722976,47896875434208,Jersey MTB Endurance 5.0 - Women,Apparel,Email,Mobile,Gauteng,Johannesburg,1,1199.0,0.0297,1199.0,35.63,1163.37,547.06,616.3,0,0.0,1,Payflex,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2382,10001725,2024-09-13 00:00:00,2024-09,162996,9028211835104,47896598970592,Tear-Off Vizion 2.5/3.5 - Standard,Goggles,Direct,Tablet,Gauteng,Johannesburg,3,399.0,0.0193,1197.0,23.11,1173.89,197.56,581.21,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2383,10001726,2026-05-16 00:00:00,2026-05,68030,9028214096096,47896619385056,Jersey MTB Trail 4.0,Apparel,Marketplace,Mobile,Gauteng,Johannesburg,1,999.0,0.0471,999.0,47.02,951.98,448.72,503.26,0,0.0,2,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2384,10001726,2026-04-07 00:00:00,2026-04,167429,9028226187488,47896754192608,Visor MTB Enduro 2.0 V23,Parts & Accessories,Marketplace,Desktop,Gauteng,Johannesburg,1,799.0,0.0321,799.0,25.63,773.37,354.93,418.44,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2385,10001727,2025-05-16 00:00:00,2025-05,106127,9028231758048,47896808915168,Pants Moto 5.5 I.K.S V25,Apparel,Marketplace,Mobile,Gauteng,Johannesburg,1,3999.0,0.006,3999.0,23.94,3975.06,1892.68,2082.38,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2386,10001728,2024-06-10 00:00:00,2024-06,75793,9193212117216,48752708911328,Collars Grip 6.0,Parts & Accessories,Paid Social,Mobile,Gauteng,Johannesburg,1,249.0,0.007,249.0,1.75,247.25,99.62,147.63,0,0.0,2,Gift Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2387,10001728,2024-09-19 00:00:00,2024-09,59009,9028228776160,48752405184736,Buckle Moto 6.5/ADV 7.5 - Pair,Footwear,Paid Search,Desktop,Western Cape,Cape Town,1,399.0,0.0435,399.0,17.36,381.64,215.2,166.44,0,0.0,1,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2388,10001729,2024-12-30 00:00:00,2024-12,77792,9028217274592,47896660541664,Gloves ADV HydraDri 5.5 Short,Gloves,Paid Search,Mobile,North West,Rustenburg,3,1399.0,0.0978,4197.0,410.41,3786.59,617.33,1934.61,0,0.0,1,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2389,10001730,2024-09-15 00:00:00,2024-09,41094,9028227694816,47896764121312,Visor MTB Enduro 3.0 V26,Helmet,Organic Search,Tablet,Gauteng,Johannesburg,1,799.0,0.0041,799.0,3.3,795.7,445.15,350.56,0,0.0,4,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2390,10001731,2026-03-20 00:00:00,2026-03,19653,9028228645088,47896769298656,Jersey MTB Endurance 5.0 - Women,Apparel,Organic Search,Mobile,KwaZulu-Natal,Durban,4,1189.0,0.0297,4756.0,141.37,4614.63,498.56,2620.39,0,0.0,2,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2391,10001731,2024-01-30 00:00:00,2024-01,16275,9028234445024,47896849613024,Jersey MTB All Mountain 5.0,Apparel,Paid Search,Mobile,Gauteng,Johannesburg,1,2199.0,0.0113,2199.0,24.9,2174.1,1037.91,1136.19,0,0.0,3,Gift Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2392,10001732,2024-02-02 00:00:00,2024-02,4247,9028221010144,47896697569504,Shoes ProClip 4.0,Footwear,Paid Social,Desktop,Mpumalanga,Mbombela,1,2999.0,0.0275,2999.0,82.42,2916.58,1673.51,1243.07,0,0.0,1,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2393,10001733,2024-08-22 00:00:00,2024-08,34724,9028208197856,47896567578848,Jersey MTB All Mountain 2.0 V23,Apparel,Direct,Desktop,Western Cape,Cape Town,1,499.0,0.0125,499.0,6.22,492.78,231.12,261.65,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2394,10001734,2025-02-11 00:00:00,2025-02,148187,9028234936544,47896858329312,Pants MTB Enduro 3.0,Apparel,Direct,Mobile,Free State,Bloemfontein,1,1499.0,0.0441,1499.0,66.14,1432.86,682.0,750.86,0,0.0,2,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2395,10001734,2024-07-28 00:00:00,2024-07,131800,9028220387552,47896689869024,T-Shirt Core,Apparel,Paid Social,Mobile,North West,Rustenburg,1,499.0,0.0212,499.0,10.57,488.43,224.61,263.81,0,0.0,5,Card,Adventure Social,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2396,10001735,2026-05-26 00:00:00,2026-05,85856,9028231889120,47896812716256,T-shirt Tech,Apparel,Paid Search,Mobile,Western Cape,Cape Town,1,799.0,0.025,799.0,19.97,779.03,358.18,420.85,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2397,10001736,2024-05-12 00:00:00,2024-05,4157,9028207116512,47896557486304,Knee Guard ReaFlex Hybrid,Body Protection,Organic Search,Mobile,North West,Rustenburg,2,2099.0,0.0174,4198.0,72.96,4125.04,1143.62,1837.81,0,0.0,3,Card,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2398,10001736,2026-03-31 00:00:00,2026-03,161048,9028214259936,47896621121760,Jersey Moto 4.5 Lite - Women,Apparel,Marketplace,Mobile,KwaZulu-Natal,Durban,3,849.0,0.0109,2547.0,27.67,2519.33,405.55,1302.67,0,0.0,3,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2399,10001737,2026-06-05 00:00:00,2026-06,92533,9028208197856,47896567808224,Jersey MTB All Mountain 2.0 V23,Apparel,Email,Mobile,Gauteng,Johannesburg,1,499.0,0.0203,499.0,10.13,488.87,234.62,254.25,0,0.0,2,Instant EFT,CRM Lifecycle,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2400,10001738,2026-03-23 00:00:00,2026-03,64982,9028201971936,47896519508192,Visor MTB Gravity 1.0 V24,Helmet,Organic Search,Desktop,Mpumalanga,Mbombela,3,399.0,0.0593,1197.0,71.03,1125.97,221.6,461.16,0,0.0,1,EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2401,10001739,2024-02-19 00:00:00,2024-02,38577,9028212785376,47896606703840,Helmet MTB AllMtn 1.0,Helmet,Organic Search,Mobile,Gauteng,Johannesburg,1,1299.0,0.0146,1299.0,18.96,1280.04,708.27,571.77,0,0.0,3,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2402,10001739,2025-03-07 00:00:00,2025-03,3735,9028234182880,47896845418720,,Apparel,Marketplace,Tablet,Gauteng,Johannesburg,1,1299.0,0.0308,1299.0,39.99,1259.01,608.02,650.98,0,0.0,5,Instant EFT,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,missing_product_title;
2403,10001740,2025-04-25 00:00:00,2025-04,102774,9028203479264,47896527831264,Neck Brace 5.5,Body Protection,Paid Search,Desktop,Mpumalanga,Mbombela,1,6999.0,0.0333,6999.0,232.96,6766.04,3789.57,2976.48,0,0.0,4,Payflex,Always On,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2404,10001741,2024-12-01 00:00:00,2024-12,10216,9028208230624,47896568496352,T-Shirt Core - Women,Apparel,Paid Search,Mobile,KwaZulu-Natal,Durban,2,599.0,0.1651,1198.0,197.79,1000.21,297.23,405.75,0,0.0,10,EFT,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,
2405,10001742,2024-12-28 00:00:00,2024-12,165418,9028207608032,47896561418464,Long Sleeve Shirt Core,Apparel,Organic Search,Mobile,WESTERN CAPE, Cape Town ,1,699.0,0.0298,699.0,20.82,678.18,318.45,359.73,0,0.0,1,Card,Peak Season,shopify_public_catalog_plus_synthetic_orders,2026-07-17 21:39:19,bronze/leatt/orders/yyyy=2026/mm=07/orders_extract_001.csv,standardisation_needed;
